task,crop,dr,model,seed,score,fit_seconds,n_train,n_test,best_params,epochs_run
classification,Onion,No Reduction,MLP,8,0.7457627118644068,125.50883746892214,641,185,"{""hidden"": [64, 32], ""dropout"": 0.2, ""lr"": 0.001}",64.0
classification,Onion,No Reduction,MLP,9,0.8229166666666666,118.30964261991905,631,187,"{""hidden"": [32, 16], ""dropout"": 0.2, ""lr"": 0.001}",78.0
classification,Onion,No Reduction,Mamba SSM,0,0.7624309392265194,2288.893838391057,648,184,"{""K"": 6, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",29.0
classification,Onion,No Reduction,Mamba SSM,1,0.8181818181818182,2015.0209004639185,651,183,"{""K"": 6, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.0003}",51.0
classification,Onion,No Reduction,Mamba SSM,2,0.7539267015706806,2358.3017958619166,639,186,"{""K"": 2, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.0003}",27.0
classification,Onion,No Reduction,Mamba SSM,3,0.8163265306122449,2258.795468923985,646,187,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.0003}",27.0
classification,Onion,No Reduction,Mamba SSM,4,0.7441860465116279,2383.2108930700924,645,185,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.0003}",26.0
classification,Onion,No Reduction,Mamba SSM,5,0.7835051546391752,1931.2366422119085,636,183,"{""K"": 2, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.0003}",53.0
classification,Onion,No Reduction,Mamba SSM,6,0.7916666666666666,1893.8234022080435,634,187,"{""K"": 6, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",27.0
classification,Onion,No Reduction,Mamba SSM,7,0.8442211055276382,2035.6006151591428,635,187,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.0003}",26.0
classification,Onion,No Reduction,Mamba SSM,8,0.7486033519553073,1817.646226703888,641,185,"{""K"": 2, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.0003}",31.0
classification,Onion,No Reduction,Mamba SSM,9,0.8,1965.754994965857,631,187,"{""K"": 4, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.001}",29.0
classification,Onion,No Reduction,RNN GRU,0,0.7734806629834254,664.0562595829833,648,184,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",25.0
classification,Onion,No Reduction,RNN GRU,1,0.8351648351648352,618.1482424749993,651,183,"{""K"": 2, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.001}",91.0
classification,Onion,No Reduction,RNN GRU,2,0.7526881720430108,733.7369400030002,639,186,"{""K"": 4, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.0003}",36.0
classification,Onion,No Reduction,RNN GRU,3,0.8020833333333334,699.0824446380138,646,187,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",29.0
classification,Onion,No Reduction,RNN GRU,4,0.7845303867403315,677.4236914509675,645,185,"{""K"": 6, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.0003}",37.0
classification,Onion,No Reduction,RNN GRU,5,0.7731958762886598,587.9671527009923,636,183,"{""K"": 4, ""units"": 32, ""dropout"": 0.0, ""lr"": 0.001}",43.0
classification,Onion,No Reduction,RNN GRU,6,0.7979274611398963,588.5995926049072,634,187,"{""K"": 2, ""units"": 32, ""dropout"": 0.2, ""lr"": 0.001}",59.0
classification,Onion,No Reduction,RNN GRU,7,0.8205128205128205,700.0671827470651,635,187,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",51.0
classification,Onion,No Reduction,RNN GRU,8,0.7471264367816092,666.8125774239888,641,185,"{""K"": 2, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.0003}",31.0
classification,Onion,No Reduction,RNN GRU,9,0.8121827411167513,569.4106209999882,631,187,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",104.0
classification,Onion,No Reduction,Random forest,0,0.7564766839378239,12.017583249602469,738,184,"{""n_estimators"": 100, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Onion,No Reduction,Random forest,1,0.806282722513089,10.99239100003615,739,183,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_split"": 2}",
classification,Onion,No Reduction,Random forest,2,0.7777777777777778,10.908639037050309,736,186,"{""n_estimators"": 100, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_split"": 10}",
classification,Onion,No Reduction,Random forest,3,0.8105263157894737,11.069329742342234,735,187,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Onion,No Reduction,Random forest,4,0.7865168539325843,10.994594032876194,737,185,"{""n_estimators"": 100, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Onion,No Reduction,Random forest,5,0.7668393782383419,11.37003125762567,739,183,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_split"": 2}",
classification,Onion,No Reduction,Random forest,6,0.8059701492537313,11.125886631663889,735,187,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Onion,No Reduction,Random forest,7,0.7783783783783784,12.849670236930251,735,187,"{""n_estimators"": 100, ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 5}",
classification,Onion,No Reduction,Random forest,8,0.7640449438202247,9.737370274029672,737,185,"{""n_estimators"": 100, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Onion,No Reduction,Random forest,9,0.7939698492462312,9.755305000115186,735,187,"{""n_estimators"": 100, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Onion,No Reduction,TabPFN,0,0.7845303867403315,75.66236124595162,738,184,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,No Reduction,TabPFN,1,0.8125,75.54686265299097,739,183,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,No Reduction,TabPFN,2,0.7659574468085106,74.75229339010548,736,186,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,No Reduction,TabPFN,3,0.8,74.43584399891552,735,187,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,No Reduction,TabPFN,4,0.8021978021978022,76.46743487392087,737,185,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,No Reduction,TabPFN,5,0.7668393782383419,75.04257885005791,739,183,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,No Reduction,TabPFN,6,0.8118811881188119,76.06141629593913,735,187,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,No Reduction,TabPFN,7,0.8290155440414507,76.13986226706766,735,187,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,No Reduction,TabPFN,8,0.7486033519553073,68.25051788706332,737,185,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,No Reduction,TabPFN,9,0.8105263157894737,69.1128622549586,735,187,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,No Reduction,k-NN,0,0.7582417582417582,0.1376175349578261,738,184,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,No Reduction,k-NN,1,0.8148148148148148,0.1192276626825332,739,183,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,No Reduction,k-NN,2,0.7634408602150538,0.1001517637632787,736,186,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,No Reduction,k-NN,3,0.8216216216216217,0.1230248329229652,735,187,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,No Reduction,k-NN,4,0.8111111111111111,0.1138761076144874,737,185,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,No Reduction,k-NN,5,0.8085106382978723,0.0851340177468955,739,183,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,No Reduction,k-NN,6,0.8247422680412371,0.1490411642007529,735,187,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,No Reduction,k-NN,7,0.806282722513089,0.1434527458623051,735,187,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,No Reduction,k-NN,8,0.7657142857142857,0.1327991150319576,737,185,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,No Reduction,k-NN,9,0.8186528497409327,0.1280497349798679,735,187,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,PCA,Decision tree,0,0.7469879518072289,0.3494878350757062,738,184,"{""max_depth"": 4, ""min_samples_split"": 20}",
classification,Onion,PCA,Decision tree,1,0.8229166666666666,0.3468893268145621,739,183,"{""max_depth"": 5, ""min_samples_split"": 20}",
classification,Onion,PCA,Decision tree,2,0.7804878048780488,0.2946173520758748,736,186,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Onion,PCA,Decision tree,3,0.8064516129032258,0.3457859759218991,735,187,"{""max_depth"": 4, ""min_samples_split"": 20}",
classification,Onion,PCA,Decision tree,4,0.7455621301775148,0.2939975862391293,737,185,"{""max_depth"": 4, ""min_samples_split"": 20}",
classification,Onion,PCA,Decision tree,5,0.7513812154696132,0.2960260258987546,739,183,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Onion,PCA,Decision tree,6,0.8061224489795918,0.3405988006852567,735,187,"{""max_depth"": 4, ""min_samples_split"": 20}",
classification,Onion,PCA,Decision tree,7,0.8241758241758241,0.3033793331123888,735,187,"{""max_depth"": 4, ""min_samples_split"": 10}",
classification,Onion,PCA,Decision tree,8,0.75,0.3415104909799993,737,185,"{""max_depth"": 4, ""min_samples_split"": 10}",
classification,Onion,PCA,Decision tree,9,0.7783251231527094,0.3948954278603196,735,187,"{""max_depth"": 4, ""min_samples_split"": 5}",
classification,Onion,PCA,LSTM,0,0.7692307692307693,498.1435328809312,648,184,"{""K"": 6, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",38.0
classification,Onion,PCA,LSTM,1,0.8663101604278075,516.360787540907,651,183,"{""K"": 4, ""units"": 32, ""dropout"": 0.2, ""lr"": 0.001}",70.0
classification,Onion,PCA,LSTM,2,0.7650273224043715,593.6662503189873,639,186,"{""K"": 6, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.0003}",114.0
classification,Onion,PCA,LSTM,3,0.8222222222222222,640.9326651430456,646,187,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",32.0
classification,Onion,PCA,LSTM,4,0.7840909090909091,699.0289595989743,645,185,"{""K"": 2, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",68.0
classification,Onion,PCA,LSTM,5,0.7914438502673797,502.210817891988,636,183,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.0003}",89.0
classification,Onion,PCA,LSTM,6,0.8235294117647058,502.9544540910283,634,187,"{""K"": 2, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",42.0
classification,Onion,PCA,LSTM,7,0.8333333333333334,573.5125875059748,635,187,"{""K"": 4, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",75.0
classification,Onion,PCA,LSTM,8,0.7486033519553073,518.8631214679917,641,185,"{""K"": 6, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",65.0
classification,Onion,PCA,LSTM,9,0.8102564102564103,532.675150125986,631,187,"{""K"": 4, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.0003}",169.0
classification,Onion,PCA,MLP,0,0.774869109947644,187.27179534407333,648,184,"{""hidden"": [32, 16], ""dropout"": 0.0, ""lr"": 0.001}",52.0
classification,Onion,PCA,MLP,1,0.861878453038674,172.5284827989526,651,183,"{""hidden"": [32, 16], ""dropout"": 0.1, ""lr"": 0.001}",82.0
classification,Onion,PCA,MLP,2,0.7821782178217822,217.9358455431648,639,186,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",48.0
classification,Onion,PCA,MLP,3,0.8020304568527918,174.6558671658859,646,187,"{""hidden"": [32, 16], ""dropout"": 0.0, ""lr"": 0.001}",45.0
classification,Onion,PCA,MLP,4,0.7657142857142857,170.82654304802418,645,185,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",30.0
classification,Onion,PCA,MLP,5,0.806282722513089,154.6105952351354,636,183,"{""hidden"": [128, 64], ""dropout"": 0.3, ""lr"": 0.001}",72.0
classification,Onion,PCA,MLP,6,0.8082901554404145,153.8720767693594,634,187,"{""hidden"": [64, 32], ""dropout"": 0.0, ""lr"": 0.001}",51.0
classification,Onion,PCA,MLP,7,0.8272251308900523,187.81474683107808,635,187,"{""hidden"": [128, 64], ""dropout"": 0.3, ""lr"": 0.001}",74.0
classification,Onion,PCA,MLP,8,0.7647058823529411,163.26752731995657,641,185,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",44.0
classification,Onion,PCA,MLP,9,0.8082901554404145,160.5639126827009,631,187,"{""hidden"": [128, 64], ""dropout"": 0.3, ""lr"": 0.001}",91.0
classification,Onion,PCA,Mamba SSM,0,0.7640449438202247,1895.126880730968,648,184,"{""K"": 4, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",23.0
classification,Onion,PCA,Mamba SSM,1,0.8241758241758241,1796.934314019978,651,183,"{""K"": 4, ""units"": 32, ""dropout"": 0.0, ""lr"": 0.001}",36.0
classification,Onion,PCA,Mamba SSM,2,0.7849462365591398,1791.465517538949,639,186,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",23.0
classification,Onion,PCA,Mamba SSM,3,0.845360824742268,1883.858800002956,646,187,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",22.0
classification,Onion,PCA,Mamba SSM,4,0.7570621468926554,1927.9395065259887,645,185,"{""K"": 6, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.0003}",26.0
classification,Onion,PCA,Mamba SSM,5,0.774869109947644,1753.6283837801311,636,183,"{""K"": 4, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.0003}",25.0
classification,Onion,PCA,Mamba SSM,6,0.7979274611398963,1686.1998085831292,634,187,"{""K"": 4, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.0003}",34.0
classification,Onion,PCA,Mamba SSM,7,0.8282828282828283,1771.90506190015,635,187,"{""K"": 2, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.001}",26.0
classification,Onion,PCA,Mamba SSM,8,0.7368421052631579,1694.6477833529934,641,185,"{""K"": 4, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",36.0
classification,Onion,PCA,Mamba SSM,9,0.8229166666666666,1745.786250983132,631,187,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",28.0
classification,Onion,PCA,RNN GRU,0,0.788235294117647,560.6633368200855,648,184,"{""K"": 2, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",28.0
classification,Onion,PCA,RNN GRU,1,0.8369565217391305,627.0468321460066,651,183,"{""K"": 4, ""units"": 32, ""dropout"": 0.2, ""lr"": 0.001}",57.0
classification,Onion,PCA,RNN GRU,2,0.7582417582417582,658.5969519939972,639,186,"{""K"": 6, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.001}",32.0
classification,Onion,PCA,RNN GRU,3,0.8241758241758241,742.4656021650881,646,187,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.0003}",67.0
classification,Onion,PCA,RNN GRU,4,0.7865168539325843,758.0551382729318,645,185,"{""K"": 6, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",69.0
classification,Onion,PCA,RNN GRU,5,0.7755102040816326,588.7167521639494,636,183,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.0003}",56.0
classification,Onion,PCA,RNN GRU,6,0.82,585.3213576239068,634,187,"{""K"": 6, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.0003}",102.0
classification,Onion,PCA,RNN GRU,7,0.8307692307692308,727.192519784905,635,187,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.0003}",99.0
classification,Onion,PCA,RNN GRU,8,0.7368421052631579,578.803283532965,641,185,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.0003}",119.0
classification,Onion,PCA,RNN GRU,9,0.8144329896907216,690.2854232520331,631,187,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",67.0
classification,Onion,PCA,Random forest,0,0.7717391304347826,13.935694420244545,738,184,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Onion,PCA,Random forest,1,0.8235294117647058,13.810782867949456,739,183,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5}",
classification,Onion,PCA,Random forest,2,0.7708333333333334,12.171581455972046,736,186,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5}",
classification,Onion,PCA,Random forest,3,0.8167539267015707,12.325243258383123,735,187,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Onion,PCA,Random forest,4,0.7734806629834254,12.099704255815595,737,185,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5}",
classification,Onion,PCA,Random forest,5,0.7741935483870968,12.1220295089297,739,183,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Onion,PCA,Random forest,6,0.8167539267015707,13.728705981746316,735,187,"{""n_estimators"": 100, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Onion,PCA,Random forest,7,0.8290155440414507,13.809934719000012,735,187,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5}",
classification,Onion,PCA,Random forest,8,0.7386363636363636,12.081344863865525,737,185,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Onion,PCA,Random forest,9,0.806282722513089,13.783962998073548,735,187,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Onion,PCA,TabPFN,0,0.7802197802197802,24.42775221599732,738,184,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,PCA,TabPFN,1,0.806282722513089,24.68082869600039,739,183,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,PCA,TabPFN,2,0.7692307692307693,21.96775756997522,736,186,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,PCA,TabPFN,3,0.806282722513089,24.42638351698406,735,187,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,PCA,TabPFN,4,0.7802197802197802,24.332439989084374,737,185,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,PCA,TabPFN,5,0.7731958762886598,24.27037601498887,739,183,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,PCA,TabPFN,6,0.81,24.03907397389412,735,187,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,PCA,TabPFN,7,0.841025641025641,23.619409934966825,735,187,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,PCA,TabPFN,8,0.7386363636363636,22.264423366985284,737,185,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,PCA,TabPFN,9,0.8210526315789474,24.10208123398479,735,187,"{""model"": ""tabpfn-v3-default""}",
classification,Onion,PCA,k-NN,0,0.7582417582417582,0.1041947556659579,738,184,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,PCA,k-NN,1,0.8085106382978723,0.1073117293417453,739,183,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,PCA,k-NN,2,0.7634408602150538,0.1164311538450419,736,186,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,PCA,k-NN,3,0.8279569892473119,0.1423164741136133,735,187,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,PCA,k-NN,4,0.8068181818181818,0.1580948992632329,737,185,"{""n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,PCA,k-NN,5,0.8085106382978723,0.1166892768815159,739,183,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,PCA,k-NN,6,0.8186528497409327,0.1093148598447442,735,187,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,PCA,k-NN,7,0.806282722513089,0.1052496079355478,735,187,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,PCA,k-NN,8,0.7657142857142857,0.115912077948451,737,185,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Onion,PCA,k-NN,9,0.8186528497409327,0.1222423752769827,735,187,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
regression,Carrot,BOTCAST,Decision tree,0,0.2687998575498574,0.0809359741397202,320,79,"{""max_depth"": 4, ""min_samples_split"": 5}",
regression,Carrot,BOTCAST,Decision tree,1,0.332643387612634,0.0784579678438603,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
regression,Carrot,BOTCAST,Decision tree,2,0.3499158937009898,0.0825634710490703,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
regression,Carrot,BOTCAST,Decision tree,3,0.2580848638785074,0.080015814397484,319,80,"{""max_depth"": 4, ""min_samples_split"": 5}",
regression,Carrot,BOTCAST,Decision tree,4,0.2349579779743883,0.0826211618259549,320,79,"{""max_depth"": 4, ""min_samples_split"": 5}",
regression,Carrot,BOTCAST,Decision tree,5,0.3722628197238463,0.0780172641389072,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
regression,Carrot,BOTCAST,Decision tree,6,0.1115309727407762,0.0769609222188592,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
regression,Carrot,BOTCAST,Decision tree,7,0.2649134010473531,0.0778086809441447,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
regression,Carrot,BOTCAST,Decision tree,8,0.3591158302032746,0.0791896358132362,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
regression,Carrot,BOTCAST,Decision tree,9,0.1636006451554237,0.0780355930328369,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
regression,Carrot,BOTCAST,LSTM,0,0.0161917805671691,324.7451880942099,280,79,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.0003}",25.0
regression,Carrot,BOTCAST,LSTM,1,0.3638442158699035,290.66959058796056,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",42.0
regression,Carrot,BOTCAST,LSTM,2,0.3254626393318176,341.73044588509947,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.001}",40.0
regression,Carrot,BOTCAST,LSTM,3,0.2184205055236816,347.8185149691999,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",43.0
regression,Carrot,BOTCAST,LSTM,4,0.0902099609375,391.5692806821317,280,79,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",29.0
regression,Carrot,BOTCAST,LSTM,5,0.306928813457489,298.2790764768142,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.001}",58.0
regression,Carrot,BOTCAST,LSTM,6,0.1223264932632446,345.3070749088656,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",40.0
regression,Carrot,BOTCAST,LSTM,7,0.1990630030632019,323.8837914040778,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.001}",61.0
regression,Carrot,BOTCAST,LSTM,8,0.2877997159957886,295.2748292849865,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",42.0
regression,Carrot,BOTCAST,LSTM,9,0.1457912325859069,426.0970890028402,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.001}",43.0
regression,Carrot,BOTCAST,MLP,0,0.284307599067688,69.60190366208553,280,79,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",52.0
regression,Carrot,BOTCAST,MLP,1,0.3447907567024231,70.91768829431385,280,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",36.0
regression,Carrot,BOTCAST,MLP,2,0.3364014625549316,75.49372379202396,279,80,"{""hidden"": [128, 64], ""dropout"": 0.2, ""lr"": 0.001}",47.0
regression,Carrot,BOTCAST,MLP,3,0.2778630256652832,87.00223323889077,280,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",43.0
regression,Carrot,BOTCAST,MLP,4,0.2387160658836364,72.80984530877322,280,79,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",34.0
regression,Carrot,BOTCAST,MLP,5,0.3778640031814575,91.10409436793998,279,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",25.0
regression,Carrot,BOTCAST,MLP,6,0.0625050663948059,60.650081873871386,280,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.0003}",24.0
regression,Carrot,BOTCAST,MLP,7,0.245900273323059,73.41853087861091,279,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",46.0
regression,Carrot,BOTCAST,MLP,8,0.2700293660163879,83.71392562007532,279,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.0003}",25.0
regression,Carrot,BOTCAST,MLP,9,0.2023671269416809,69.16068930691108,279,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",61.0
regression,Carrot,BOTCAST,Mamba SSM,0,0.2053512334823608,1248.977788267075,280,79,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",26.0
regression,Carrot,BOTCAST,Mamba SSM,1,0.3800874352455139,1033.44095307705,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.0003}",32.0
regression,Carrot,BOTCAST,Mamba SSM,2,0.266008198261261,1447.6021655669902,279,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.001}",41.0
regression,Carrot,BOTCAST,Mamba SSM,3,0.1672093868255615,1091.023527470068,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",26.0
regression,Carrot,BOTCAST,Mamba SSM,4,0.2317936420440673,1264.2350575580494,280,79,"{""K"": 6, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.001}",29.0
regression,Carrot,BOTCAST,Mamba SSM,5,0.3100615739822387,1377.12216514186,279,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",35.0
regression,Carrot,BOTCAST,Mamba SSM,6,0.0901181697845459,1243.7232533481438,280,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",27.0
regression,Carrot,BOTCAST,Mamba SSM,7,0.200532853603363,1517.1104407361709,279,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",27.0
